code,name,legacyCodes,scene,domain,metricType,unit,aggregation,direction,definition,formula,sourceIds,sourceLocators,provenanceLevel,reviewStatus,reviewDecision,reviewComment
CNB103,ATM交易金额,,OPERATIONS,payments_accounts_transactions,BASE,万元,SUM,CONTEXT_DEPENDENT,统计ATM交易金额在指定期间或时点的报告值，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验范围、计量基础和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB104,POS交易笔数,,OPERATIONS,payments_accounts_transactions,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计POS交易笔数对应对象在指定期间或时点的数量，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验去重和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB105,POS交易金额,,OPERATIONS,payments_accounts_transactions,BASE,万元,SUM,CONTEXT_DEPENDENT,统计POS交易金额在指定期间或时点的报告值，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验范围、计量基础和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB106,柜面支付交易笔数,,OPERATIONS,payments_accounts_transactions,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计柜面支付交易笔数对应对象在指定期间或时点的数量，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验去重和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB107,柜面支付交易金额,,OPERATIONS,payments_accounts_transactions,BASE,万元,SUM,CONTEXT_DEPENDENT,统计柜面支付交易金额在指定期间或时点的报告值，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验范围、计量基础和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB108,跨行支付交易笔数,,OPERATIONS,payments_accounts_transactions,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计跨行支付交易笔数对应对象在指定期间或时点的数量，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验去重和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB109,跨行支付交易金额,,OPERATIONS,payments_accounts_transactions,BASE,万元,SUM,CONTEXT_DEPENDENT,统计跨行支付交易金额在指定期间或时点的报告值，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验范围、计量基础和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB110,实时支付交易笔数,,OPERATIONS,payments_accounts_transactions,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计实时支付交易笔数对应对象在指定期间或时点的数量，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验去重和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB111,实时支付交易金额,,OPERATIONS,payments_accounts_transactions,BASE,万元,SUM,CONTEXT_DEPENDENT,统计实时支付交易金额在指定期间或时点的报告值，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验范围、计量基础和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB112,支付业务成功率,,OPERATIONS,payments_accounts_transactions,BASE,%,RATIO,HIGHER_IS_BETTER,统计支付业务成功率的报告比例，用于衡量账户基础、支付规模、渠道交易和支付系统质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB113,支付业务平均处理时长,,OPERATIONS,payments_accounts_transactions,BASE,秒,AVG,LOWER_IS_BETTER,统计支付业务平均处理时长在指定期间或时点的报告值，用于衡量账户基础、支付规模、渠道交易和支付系统质量；正式发布前须核验范围、计量基础和时间口径。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB114,支付系统可用率,,OPERATIONS,payments_accounts_transactions,BASE,%,RATIO,HIGHER_IS_BETTER,统计支付系统可用率的报告比例，用于衡量账户基础、支付规模、渠道交易和支付系统质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB115,支付业务差错率,,OPERATIONS,payments_accounts_transactions,BASE,%,RATIO,LOWER_IS_BETTER,统计支付业务差错率的报告比例，用于衡量账户基础、支付规模、渠道交易和支付系统质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,PBC-JRT-0076-SERIES,JR/T 0076结算账户、支付工具与支付系统主题，具体分册条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB116,在售存款产品数,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计在售存款产品数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB117,在售贷款产品数,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计在售贷款产品数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB118,在售理财产品数,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计在售理财产品数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB119,新上线产品数,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计新上线产品数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB120,退出产品数,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计退出产品数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB121,产品审批通过数,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计产品审批通过数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB122,产品审批平均时长,,OPERATIONS,product_channel_operations,BASE,天,AVG,LOWER_IS_BETTER,统计产品审批平均时长在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB123,产品存续规模,,OPERATIONS,product_channel_operations,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计产品存续规模在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB124,产品销售额,,OPERATIONS,product_channel_operations,BASE,万元,SUM,CONTEXT_DEPENDENT,统计产品销售额在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB125,产品赎回额,,OPERATIONS,product_channel_operations,BASE,万元,SUM,CONTEXT_DEPENDENT,统计产品赎回额在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB126,产品到期兑付额,,OPERATIONS,product_channel_operations,BASE,万元,SUM,CONTEXT_DEPENDENT,统计产品到期兑付额在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB127,产品销售完成率,,OPERATIONS,product_channel_operations,BASE,%,RATIO,HIGHER_IS_BETTER,统计产品销售完成率的报告比例，用于衡量产品生命周期、渠道资源、作业效率和运营质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB128,网点数量,ZB019,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计网点数量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB129,员工人数,ZB018,OPERATIONS,product_channel_operations,BASE,人,COUNT,CONTEXT_DEPENDENT,统计员工人数在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB130,社区支行数量,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计社区支行数量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB131,自助银行数量,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计自助银行数量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB132,ATM设备数量,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计ATM设备数量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB133,智能柜员机数量,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计智能柜员机数量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB134,POS商户终端数量,,OPERATIONS,product_channel_operations,BASE,个,COUNT,CONTEXT_DEPENDENT,统计POS商户终端数量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB135,客户经理人数,,OPERATIONS,product_channel_operations,BASE,人,COUNT,CONTEXT_DEPENDENT,统计客户经理人数在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB136,人均管户数,,OPERATIONS,product_channel_operations,BASE,户/人,AVG,CONTEXT_DEPENDENT,统计人均管户数在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB137,人均存款增量,,OPERATIONS,product_channel_operations,BASE,万元/人,AVG,CONTEXT_DEPENDENT,统计人均存款增量在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB138,人均贷款投放,,OPERATIONS,product_channel_operations,BASE,万元/人,AVG,CONTEXT_DEPENDENT,统计人均贷款投放在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB139,柜面业务笔数,,OPERATIONS,product_channel_operations,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计柜面业务笔数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB140,线上业务笔数,,OPERATIONS,product_channel_operations,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计线上业务笔数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB141,业务线上化率,,OPERATIONS,product_channel_operations,BASE,%,RATIO,HIGHER_IS_BETTER,统计业务线上化率的报告比例，用于衡量产品生命周期、渠道资源、作业效率和运营质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB142,网点日均客流量,,OPERATIONS,product_channel_operations,BASE,人次,AVG,CONTEXT_DEPENDENT,统计网点日均客流量在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB143,网点日均交易笔数,,OPERATIONS,product_channel_operations,BASE,笔,AVG,CONTEXT_DEPENDENT,统计网点日均交易笔数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB144,单笔业务平均处理时长,,OPERATIONS,product_channel_operations,BASE,分钟,AVG,LOWER_IS_BETTER,统计单笔业务平均处理时长在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB145,业务自动化处理率,,OPERATIONS,product_channel_operations,BASE,%,RATIO,HIGHER_IS_BETTER,统计业务自动化处理率的报告比例，用于衡量产品生命周期、渠道资源、作业效率和运营质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB146,运营差错笔数,,OPERATIONS,product_channel_operations,BASE,笔,COUNT,LOWER_IS_BETTER,统计运营差错笔数对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB147,运营差错率,,OPERATIONS,product_channel_operations,BASE,%,RATIO,LOWER_IS_BETTER,统计运营差错率的报告比例，用于衡量产品生命周期、渠道资源、作业效率和运营质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB148,集中运营业务量,,OPERATIONS,product_channel_operations,BASE,笔,COUNT,CONTEXT_DEPENDENT,统计集中运营业务量对应对象在指定期间或时点的数量，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验去重和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB149,集中运营覆盖率,,OPERATIONS,product_channel_operations,BASE,%,RATIO,HIGHER_IS_BETTER,统计集中运营覆盖率的报告比例，用于衡量产品生命周期、渠道资源、作业效率和运营质量；当前按来源主题原创转述，正式发布前须核验分子、分母与适用范围。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB150,单位运营成本,,OPERATIONS,product_channel_operations,BASE,元/笔,SUM,LOWER_IS_BETTER,统计单位运营成本在指定期间或时点的报告值，用于衡量产品生命周期、渠道资源、作业效率和运营质量；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0297-2024|CCB-ANNUAL-REPORT-2024|ICBC-ANNUAL-REPORT-2024,产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验|产品生命周期与渠道运营披露主题，具体章节待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB151,正常类贷款余额,,RISK,credit_asset_quality,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计正常类贷款余额在指定期间或时点的报告值，用于监测贷款五级分类、逾期、不良处置、拨备和授信风险；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0135-2016|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,贷款分类、资产质量和风险防控主题，具体条目待人工核验|贷款分类、资产质量和风险防控主题，具体条目待人工核验|贷款分类、资产质量和风险防控主题，具体条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
CNB152,关注类贷款余额,,RISK,credit_asset_quality,BASE,万元,SNAPSHOT,CONTEXT_DEPENDENT,统计关注类贷款余额在指定期间或时点的报告值，用于监测贷款五级分类、逾期、不良处置、拨备和授信风险；正式发布前须核验范围、计量基础和时间口径。,,SAMR-JRT-0135-2016|NFRA-MAJOR-INDICATORS-2025|MOF-BANK-PERFORMANCE-2020,贷款分类、资产质量和风险防控主题，具体条目待人工核验|贷款分类、资产质量和风险防控主题，具体条目待人工核验|贷款分类、资产质量和风险防控主题，具体条目待人工核验,NEEDS_HUMAN_VERIFICATION,CANDIDATE,,
